LocalTime,LastPrice,TradeVolume,TradeValue,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,BidPrice6,BidPrice7,BidPrice8,BidPrice9,BidPriceA,AskPrice1,AskPrice2,AskPrice3,AskPrice4,AskPrice5,AskPrice6,AskPrice7,AskPrice8,AskPrice9,AskPriceA,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,BidVolume6,BidVolume7,BidVolume8,BidVolume9,BidVolumeA,AskVolume1,AskVolume2,AskVolume3,AskVolume4,AskVolume5,AskVolume6,AskVolume7,AskVolume8,AskVolume9,AskVolumeA
25.0,6.27,77500,485922.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,4300,34000,38900,34100,14900,10500,12000,25100,9500,19400,700,7000,4000,8700,100,5100,9600,10600,1000,17800
26.0,6.28,79300,497231.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7800,34000,38700,34100,14900,10500,12000,25100,9500,19400,200,7300,4000,8700,100,5100,9600,10600,1000,17800
27.0,6.28,101100,634135.0,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.18,6.28,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,34000,38700,34100,14900,10500,12000,25100,9500,19400,2100,8200,200,7300,4000,8700,100,5100,9600,10600,1000
28.0,6.28,104800,657371.0,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.18,6.28,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,34000,32000,34100,14900,10500,12000,25100,9500,19400,2100,4500,200,7300,4000,8700,100,5100,9600,10600,1000
29.0,6.3,112500,705789.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,14400,33500,32000,34100,14900,10500,12000,25100,9500,19400,4300,4000,8700,100,5100,9600,10600,1000,17800,1300
30.0,6.28,115300,723373.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,12200,33500,32000,34100,14900,10500,12000,25100,9500,19400,200,4300,4000,8700,100,5100,9600,10600,1000,17800
31.0,6.28,116500,730909.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,12100,33500,32000,34100,14900,10500,12000,25100,9500,19400,200,4300,4000,8700,100,5100,9600,10600,1000,17800
32.0,6.29,116700,732167.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,14500,28600,32000,34100,14900,10500,12000,25100,9500,19400,4400,4000,8700,100,5100,9600,10600,1000,17800,1300
33.0,6.28,117700,738447.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,13500,28600,32000,34100,14900,10500,12000,25100,9500,19400,4400,4000,8700,100,5100,9600,10600,1000,17800,1300
34.0,6.28,117700,738447.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,14200,28600,32000,34100,14900,10500,12000,25100,9500,19400,700,4400,4000,8700,100,5100,9600,10600,1000,17800
35.0,6.28,117700,738447.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,14300,28600,32000,34100,14900,10500,12000,25100,9500,19400,900,4400,4000,8700,100,5100,9600,10600,1000,18800
36.0,6.28,117700,738447.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,14600,28600,32000,34100,14900,10500,12000,25100,9500,19400,1200,4400,4000,8700,100,5100,9600,10600,1000,18800
37.0,6.28,117700,738447.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,14600,28600,32000,34100,14900,10500,12000,25100,9500,19400,1200,4400,4000,8700,100,5100,9600,10600,1000,18800
38.0,6.28,117700,738447.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,14600,28600,26200,32700,14900,10500,12000,25100,9500,19400,1200,4400,4000,8700,100,5100,9600,10600,1000,18800
39.0,6.28,117700,738447.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,14700,28600,26200,32700,15200,10500,12000,25100,9500,19400,1200,4400,4000,8700,100,5100,9600,10600,1000,18800
40.0,6.28,119100,747239.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,13300,28600,25700,32700,15200,10500,12000,25100,9500,19400,1200,4400,4000,8700,100,5100,9600,10600,1000,18800
41.0,6.29,120300,754787.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,200,12700,28400,25500,32700,15200,10500,12000,25100,9500,4400,4000,8700,100,5100,9600,10600,1000,18800,1300
42.0,6.29,121700,763593.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,200,13400,28400,23700,32700,15200,10500,12000,25100,9500,4400,4000,8700,100,5100,9600,10600,1000,18800,1300
43.0,6.29,121700,763593.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,200,13400,28400,23600,32700,15200,10500,12000,25100,9500,4400,4000,8700,100,5100,9600,10600,1000,18800,1300
44.0,6.29,121800,764222.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,100,5300,28400,23600,32700,15200,10500,12000,25100,9500,4400,4000,8700,100,5100,9600,10600,1000,18800,1300
45.0,6.29,122100,766109.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,5200,28400,23600,32700,15200,10500,12000,25100,9500,19400,100,4400,4000,8700,100,5100,9600,10600,1000,18800
46.0,6.29,122900,771136.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,4200,4800,28400,23600,32700,15200,10500,12000,25100,9500,4400,4000,8700,100,5100,9600,10600,1000,18800,1300
47.0,6.3,125000,784366.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,4900,4800,28400,23600,32700,15200,10500,12000,25100,9500,2300,4000,8700,100,5100,9600,10600,1000,18800,1300
48.0,6.3,125000,784366.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,5700,7000,28400,23600,32700,15200,10500,12000,25100,9500,2300,4000,8700,100,5100,9600,10600,1000,18800,1300
49.0,6.29,125100,784995.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,5600,7000,28400,23600,32700,15200,10500,12000,25100,9500,2300,4000,8700,100,5100,9600,10600,1000,18800,1300
50.0,6.29,130100,816445.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,1100,6900,28400,23600,32700,15200,10500,12000,25100,9500,5900,4000,8700,100,5100,9600,10600,1000,18800,1300
51.0,6.3,130200,817075.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,1200,6900,28400,23600,32700,15200,10500,12000,25100,9500,5800,4000,8800,100,5100,9600,10600,1000,18800,1300
52.0,6.3,130200,817075.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,1200,6900,28400,23600,32700,15200,10500,12000,25100,9500,5800,4000,8800,100,5100,9600,10600,1000,18800,1300
53.0,6.29,132500,831553.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6900,28400,22800,32700,15200,10500,12000,25100,9500,19400,4400,4900,4000,8800,100,5100,9600,10600,1000,18800
54.0,6.29,132500,831553.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7000,28400,22800,32700,15200,10500,12000,25100,9500,19400,4600,4900,4000,8800,100,5100,9600,10600,1000,18800
55.0,6.29,132500,831553.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7000,28400,22800,32700,15200,10500,12000,25100,9500,19400,4600,4900,4000,8800,100,5100,9600,10600,1000,18800
56.0,6.29,134400,843504.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7000,28400,22800,32700,15200,10500,12000,25100,9500,19400,2700,4900,4000,8800,100,5100,9600,10600,1000,18800
57.0,6.29,134700,845391.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7700,28400,21800,32700,15200,10500,12000,25100,9500,19400,2400,4900,4000,8800,100,5100,9600,10600,1000,18800
58.0,6.29,134700,845391.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7700,28400,21800,32700,15200,10500,12000,25100,9500,19400,2400,14700,4000,8800,100,5100,9600,10600,1000,18800
59.0,6.29,135200,848536.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7700,28400,20200,32700,15200,10500,12000,25100,9500,19400,700,14700,4000,8800,100,5100,9600,10600,1000,18800
60.0,6.29,135500,850423.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,7700,28400,20200,32700,15200,10500,12000,25100,9500,19400,400,14700,4000,8800,100,5100,9600,10600,1000,18800
61.0,6.29,136600,857335.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,1300,6800,28400,20200,32700,15200,10500,12000,25100,9500,14700,4000,8800,100,5100,9600,10600,1000,18800,1300
62.0,6.29,137600,863625.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,3800,6800,28400,19400,32700,15200,10500,12000,25100,9500,24700,4000,8800,100,5100,9600,10600,1000,18800,1300
63.0,6.29,138400,868657.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,3000,6800,28400,19400,32700,15200,10500,12000,25100,9500,24700,4000,8800,100,5100,9600,10600,1000,18800,1300
64.0,6.3,141700,889444.0,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,3100,6800,28400,19400,32700,15200,10500,12000,25100,9500,21700,4000,8800,100,5100,9600,10600,1000,18800,1300
65.0,6.29,149000,935392.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6800,28400,18400,32700,15200,10500,12000,25100,9500,19400,100,20800,4000,8800,100,5100,9600,10600,1000,18800
66.0,6.29,149000,935392.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6000,28400,18400,32700,15200,10500,12000,25100,9500,19400,100,20800,4000,8800,100,5100,9600,10600,1000,18800
67.0,6.3,151800,953031.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,3700,24200,14000,32100,14000,10500,12000,25100,9500,19400,18500,4000,8800,100,5100,9600,10600,1000,18800,1300
68.0,6.28,152400,956799.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,3100,24200,13700,32100,14000,10500,12000,25100,9500,19400,1600,18500,4000,8800,100,5100,9600,10600,1000,18800
69.0,6.28,152400,956799.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,3100,24200,13700,32100,14000,10500,12000,25100,9500,19400,1600,18500,4000,8800,100,5100,9600,10600,1000,18800
70.0,6.28,152400,956799.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,3100,24200,13700,32100,14000,10500,12000,25100,9500,19400,1600,18500,4000,8800,100,5100,9600,10600,1000,18800
71.0,6.29,153200,961828.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,3200,24200,13100,32100,14000,10500,12000,25100,9500,19400,1100,18500,4000,8800,100,5100,9600,10600,1000,18800
72.0,6.3,155800,978197.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,3200,20600,13100,32100,14000,10500,12000,25100,9500,19400,17300,4000,8800,100,5100,9600,10600,1000,18800,1300
73.0,6.3,156000,979457.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,3200,20600,13100,32100,14000,10500,12000,25100,9500,19400,17100,4000,8800,100,5100,9600,10600,1000,18800,1300
74.0,6.3,161200,1012205.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,2600,20600,13100,32100,14000,10500,12000,25100,9500,19400,12500,4000,8800,100,5100,9600,10600,1000,18800,1300
75.0,6.3,161200,1012205.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,2600,20600,13100,32100,14000,10500,12000,25100,9500,19400,12500,4000,8800,100,5100,9600,10600,1000,18800,1300
76.0,6.3,163700,1027955.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,2600,20600,13100,32100,14000,10500,12000,25100,9500,19400,10000,4000,8800,100,5100,9600,10600,1000,18800,1300
77.0,6.28,164400,1032353.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,2000,20600,13100,32100,14000,10500,12000,25100,9500,19400,9900,4000,9500,100,5100,9600,10600,1000,18800,1300
78.0,6.28,164400,1032353.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,2000,20600,13100,32100,14000,10500,12000,25100,9500,19400,9900,4000,9500,100,5100,9600,10600,1000,18800,1300
79.0,6.28,164400,1032353.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,6.39,1100,22800,13100,32100,14000,10500,12000,25100,9500,19400,9900,14000,9500,100,5100,9600,10600,1000,18800,1300
80.0,6.28,164500,1032981.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,900,22800,12300,32100,14000,10500,12000,25100,9500,19400,10200,9700,14000,9500,100,5100,9600,10600,1000,18800
81.0,6.28,164500,1032981.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,900,22800,12300,32100,14000,10500,12000,25100,9500,19400,15200,9700,14000,9500,100,5100,9600,10600,1000,18800
82.0,6.28,164500,1032981.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,900,22800,12300,32100,14000,10500,12000,25100,9500,19400,15200,9700,14000,9500,100,5100,9600,10600,1000,18800
83.0,6.28,164500,1032981.0,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,6.38,900,22800,12300,32100,14000,10500,12000,25100,9500,19400,15200,9600,14000,9500,100,5100,9600,10600,1000,18800
84.0,6.28,165400,1038633.0,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.18,6.28,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,22800,12300,32100,14000,10500,12000,25100,9500,19400,2100,3700,15000,9600,14000,9500,100,5100,9600,10600,1000
85.0,6.28,165400,1038633.0,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.19,6.18,6.28,6.29,6.3,6.31,6.32,6.33,6.34,6.35,6.36,6.37,22800,12300,32100,14000,10500,12000,25100,9500,19400,2100,3700,15000,9600,14000,9500,100,5100,9600,10600,1000
