LocalTime,LastPrice,TradeVolume,TradeValue,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,BidPrice6,BidPrice7,BidPrice8,BidPrice9,BidPriceA,AskPrice1,AskPrice2,AskPrice3,AskPrice4,AskPrice5,AskPrice6,AskPrice7,AskPrice8,AskPrice9,AskPriceA,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,BidVolume6,BidVolume7,BidVolume8,BidVolume9,BidVolumeA,AskVolume1,AskVolume2,AskVolume3,AskVolume4,AskVolume5,AskVolume6,AskVolume7,AskVolume8,AskVolume9,AskVolumeA
10.0,5.53,39500,218001.0,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,14300,1700,3000,17700,40200,26000,97700,36800,108700,23400,12100,1000,9900,22100,47300,20300,75900,33400,5700,71000
11.0,5.53,58000,320247.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,8400,8600,1700,3000,17700,40200,26000,97700,36800,108700,500,9900,22100,47300,20300,75900,33400,5900,71000,26500
12.0,5.53,58300,321906.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,11700,8600,1700,3000,17700,40200,26000,97700,36800,108700,400,9900,22100,49300,20300,81900,33400,5900,71000,26500
13.0,5.54,63600,351219.0,5.54,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,5.64,800,6800,8600,1700,3000,17700,40200,26000,97700,36800,9900,22100,49300,20300,81900,33400,5900,71000,26500,22600
14.0,5.54,71100,392825.0,5.54,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,5.64,100,6500,9600,1700,3000,17800,40200,26000,97700,36800,4000,22100,49300,20300,81900,33400,5900,71000,26500,22600
15.0,5.53,73100,403886.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,4600,9600,1700,3000,17800,40200,26000,97700,36800,108700,10400,10300,22100,49300,20300,82900,33400,6000,74000,26500
16.0,5.53,73100,403886.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,4600,9600,1700,3000,17800,40200,26000,97700,36800,108700,10400,12400,22100,49300,20300,82900,33400,6000,74000,26500
17.0,5.54,74200,409979.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,4500,8300,1700,3000,17800,40200,26000,97700,36800,108700,14500,12400,22100,49300,20300,82900,33400,6000,74000,26500
18.0,5.54,75200,415519.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,4500,7300,1700,3000,17800,40200,26000,97700,36800,108700,13500,12400,22100,49300,20300,82900,33400,6000,74000,26500
19.0,5.54,75200,415519.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,4500,7300,1700,3000,17700,40200,26000,97700,36800,108700,13500,12400,22100,49300,20300,82900,33400,6000,74000,26500
20.0,5.53,76300,421602.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,3600,6000,1700,3000,17700,40200,26000,97700,36800,108700,18500,12400,22100,49300,20300,82900,33400,6000,74000,26500
21.0,5.53,76300,421602.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,5500,6000,1700,3000,17700,40200,26000,97700,36800,108700,18500,12400,15100,49300,20300,82900,33400,6000,74000,26500
22.0,5.53,76300,421602.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,5500,5800,1700,3000,17700,40200,26000,97700,36800,108700,18500,12400,15100,49300,20300,82900,33400,6000,74000,29300
23.0,5.53,76300,421602.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,5500,5800,1700,3000,17700,40200,26000,97700,36800,108700,10700,12400,15100,49300,20300,82900,33400,6000,74000,29300
24.0,5.53,81300,449252.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,500,5800,1700,3000,17700,47700,26000,97700,36800,108700,10700,12400,16000,49300,20300,82900,33400,6000,74000,29300
25.0,5.53,81300,449252.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,500,5800,1700,3000,17700,47700,26000,97700,36800,108700,10700,12400,16000,49300,20300,82900,33400,6000,74000,29300
26.0,5.53,81600,450911.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,200,5800,1700,3000,17700,47700,26000,97700,36800,108700,10700,12400,16000,49300,20300,82900,33400,6000,74000,29300
27.0,5.53,81600,450911.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,200,5800,1700,3000,17700,47700,26000,97700,36800,108700,10700,12400,16000,49300,20300,82900,33400,6000,74000,29300
28.0,5.53,81600,450911.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,200,5800,1700,3000,17700,47700,26000,97700,36800,108700,6400,12400,16000,49300,20300,82900,33400,6000,74000,29300
29.0,5.53,81600,450911.0,5.53,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,700,5800,1700,3000,17700,47700,26000,95500,36800,108700,6400,12700,16000,49300,20300,82900,33400,6000,72500,29300
30.0,5.54,96600,533626.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,7900,15900,47700,26000,95500,36800,108700,25400,14300,33200,4500,12700,16000,49300,20300,82900,33400,6000,72500,29300
31.0,5.54,97500,538612.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,500,7900,15900,47700,26000,95500,36800,108700,25400,14300,3600,12700,17500,49300,20300,82900,33400,6000,72500,29300
32.0,5.51,97900,540825.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,7900,16400,47700,26000,95500,36800,108700,25400,14300,33200,100,3300,12700,17500,49300,20300,82900,33400,6000,72500
33.0,5.54,103700,572954.0,5.53,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,100,300,9300,16400,47700,26000,95500,36800,108700,25400,1400,12700,17500,49300,20300,82900,33400,6000,72500,29300
34.0,5.54,103700,572954.0,5.53,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,4100,300,9300,16400,47700,26000,95500,36800,108700,25400,1400,12700,17500,49300,20300,82900,33400,6000,72500,29300
35.0,5.54,103800,573508.0,5.53,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,4100,300,9300,16400,47700,26000,95500,36800,108700,25400,1300,12700,17500,49300,20300,82900,33400,6000,72500,29300
36.0,5.54,106300,587358.0,5.54,5.53,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,5.64,2000,4000,300,11500,16400,47700,26000,95500,32700,108700,14500,17500,49300,19700,82900,33400,6000,72500,29300,22600
37.0,5.54,106800,590128.0,5.54,5.53,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,5.64,1500,4000,300,11500,16400,47700,26000,95500,32700,108700,14500,17500,49300,19700,82900,33400,6000,72500,29300,22600
38.0,5.54,117900,651616.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,400,11500,16900,47700,26000,95500,32700,108700,25400,17300,700,11100,18500,47300,19700,82900,33400,6000,72500,29300
39.0,5.54,117900,651616.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,400,11500,17100,47700,26000,95500,32700,108700,25400,17300,700,12600,18500,47300,19700,82900,33400,6000,72500,29300
40.0,5.54,117900,651616.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,400,11500,17100,47700,26000,95500,32700,108700,25400,17300,7200,12600,18500,47300,19700,82900,33400,6000,72500,29300
41.0,5.54,118600,655494.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,400,11500,17100,47700,26000,95500,32700,108700,25400,17300,6500,12600,18500,47300,19700,82900,33400,6000,72500,29300
42.0,5.54,118600,655494.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,2300,11500,17100,47700,26000,95500,32700,108700,25400,17300,6500,12300,18500,47300,19700,82900,33400,6000,72500,29300
43.0,5.54,118600,655494.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,2300,11400,17100,47700,26000,95500,32700,108700,25400,17300,9500,12300,18500,47300,19700,82900,33400,6000,72500,29300
44.0,5.54,119500,660480.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,2400,16400,17100,47700,26000,95500,32700,108700,25400,17300,8600,12300,18500,47300,19700,82900,33400,6000,72500,29300
45.0,5.54,119600,661034.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,2400,16400,17700,47700,26000,95500,32700,108700,25400,17300,8500,12300,18500,47300,19700,82900,33400,6000,72500,29300
46.0,5.54,120800,667678.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,5.63,2300,16400,18800,47700,26000,95500,32700,108700,25400,17300,16600,12300,18500,47300,20700,82900,44600,6000,72500,29300
47.0,5.54,120800,667678.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,2300,16400,18800,47700,26000,95500,32700,108700,25400,17300,4300,17100,12300,20500,47300,20700,82900,44600,6000,72500
48.0,5.5,126500,699074.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,900,13000,18800,47700,26000,95500,32700,108700,25400,17300,10400,17100,12300,20500,47300,20700,82900,44600,6000,72500
49.0,5.5,126500,699074.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,900,13000,18800,47700,26000,95500,32700,108700,25400,17300,10400,18100,12300,20500,47300,20700,82900,44600,6000,72500
50.0,5.53,127100,702392.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,900,13000,18800,47700,26000,95500,32700,108700,25400,17300,9800,18100,14000,20500,47300,20700,82900,44600,6000,72500
51.0,5.53,127100,702392.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,1000,13000,18800,47700,26000,95500,32700,108700,25400,17300,9800,18100,15600,20500,47300,20700,82900,44600,6000,72500
52.0,5.53,127500,704604.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,2000,13000,18800,47700,26000,95500,32700,108700,25400,17300,9400,18100,15600,20500,47300,20700,82900,44600,6000,72500
53.0,5.53,127900,706816.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,15400,13000,18800,47700,26000,95500,32700,108700,25400,17300,9100,19900,15600,20500,47300,15700,82900,44600,6000,72500
54.0,5.52,132400,731656.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,12900,13000,18800,47700,26000,95500,32700,108700,25400,17300,9100,19900,15600,20500,47300,15700,82900,44600,6000,72500
55.0,5.52,132400,731656.0,5.52,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,12900,13000,18800,47700,26000,95500,32700,108700,25400,17300,9100,19900,26400,20500,47300,15700,83900,44600,6000,72500
56.0,5.53,132900,734421.0,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,13000,5000,13000,18800,47700,26000,95500,32700,108700,25400,8600,19900,46400,20500,47300,15700,83900,44600,6000,72500
57.0,5.53,134700,744375.0,5.52,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5.62,13000,5000,13000,18800,47700,26000,95500,32700,108700,25400,8300,19900,46400,20000,47300,15700,83900,44600,6000,72500
58.0,5.52,147700,816135.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5000,13000,28700,47700,26000,95500,32700,108700,25400,17300,7500,8500,19900,46400,20000,47300,15700,83900,44600,6000
59.0,5.52,147700,816135.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5000,13000,28700,47700,26000,95500,32700,108700,25400,17300,8600,8400,20200,46400,20000,47300,15700,83900,44600,6000
60.0,5.52,149800,827727.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,5000,13000,28700,47700,26000,95500,32700,108700,25400,17300,12600,2300,20200,46400,20000,47300,15700,83900,44600,6000
61.0,5.51,150300,830482.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,4500,13000,28700,47700,26000,95500,32700,108700,25400,17300,12600,12300,20500,48600,20000,47300,15700,83900,44600,6000
62.0,5.51,150800,833237.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,4000,13000,28700,47700,26000,95500,32700,108700,25400,17300,12600,12300,20500,48600,20000,47300,15700,83900,44600,6000
63.0,5.51,151200,835444.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,3900,13000,28700,47700,26000,95500,32700,108700,25400,17300,12400,12300,20500,48600,20000,45800,15700,83900,44600,6000
64.0,5.51,151200,835444.0,5.51,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,5.61,3900,13000,28700,47700,26000,95500,32700,108700,25400,17300,12400,17900,25500,48600,20000,45800,15700,83900,44600,6000
65.0,5.51,155100,856933.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,8600,28700,47700,26000,95500,32700,108700,25400,17300,33200,8300,12400,17900,25500,48600,36500,46800,15700,83900,48900
66.0,5.5,156800,866283.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,6900,28700,47700,26000,95500,32700,108700,25400,17300,33200,11400,9300,17900,25500,48600,36500,46800,15700,83900,48900
67.0,5.51,159200,879507.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,6900,28700,47700,26000,95500,32700,108700,25400,17300,33900,9000,9400,17900,25500,48600,36500,46800,15700,83900,48900
68.0,5.51,160600,887208.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,6100,28700,47700,26000,95500,32700,108700,25400,17300,33900,9000,10400,17900,25500,48600,36500,41800,15700,83900,48900
69.0,5.51,160600,887208.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,6100,28700,47700,26000,95500,32700,108700,25400,17300,33900,12000,7400,17900,25500,48600,36500,41800,15700,83900,53900
70.0,5.51,160600,887208.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,7400,28700,47700,26000,95500,32700,108700,25400,17300,33900,12000,7400,17900,25500,48600,36500,41800,15700,83900,53900
71.0,5.5,161300,891058.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,6700,28700,47700,31400,95500,32700,108700,25400,17300,33900,12100,7400,17900,17300,48600,36500,41800,15700,83900,53900
72.0,5.5,161300,891058.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,6700,28700,47700,31400,95500,32700,108700,25400,17300,33900,12100,7400,17900,17300,48600,36500,41800,15700,83900,53900
73.0,5.5,161300,891058.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,6700,28700,47700,31400,95500,32700,108700,25400,17300,33900,12100,7400,17900,17300,48600,36500,41800,15700,83900,53900
74.0,5.5,163900,905361.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,4400,28700,49700,31400,95500,32700,108700,25400,17300,33900,11800,7400,17900,17300,48600,37000,41800,15700,83900,53900
75.0,5.5,164300,907561.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,4000,18800,49700,31400,95500,32700,108700,25400,17300,33900,11800,7400,17900,17300,48600,37000,41800,15700,82900,53900
76.0,5.5,164300,907561.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,4000,18800,49700,31400,95500,32700,108700,25400,17300,33900,11800,7400,17900,17300,48600,37000,41800,15700,82900,53900
77.0,5.5,165600,914711.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,2700,18800,49700,31400,95500,32700,108700,25400,17300,33900,11700,7400,17900,17300,48600,37000,41800,15700,82900,53900
78.0,5.5,172400,952111.0,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.4,5.5,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,16000,49700,31400,95500,32700,108700,25400,17300,33900,55700,3800,11700,7500,17900,17300,48600,38000,41800,16700,82900
79.0,5.5,172400,952111.0,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.4,5.5,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,16000,49700,31400,95500,32700,108700,25400,17300,33900,55700,3800,11700,7500,17900,18800,48600,38000,41800,26700,82900
80.0,5.5,174100,961445.0,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.4,5.5,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,14400,49700,31400,95500,32700,108700,25400,17300,33900,55700,3800,11700,7500,17900,18800,48600,38000,41800,26700,82900
81.0,5.51,186800,1031384.0,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.4,5.5,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,14200,49700,31400,95500,32700,108700,25400,17300,33900,55700,200,3300,7500,17900,18800,48600,38000,41800,26700,82900
82.0,5.51,186800,1031384.0,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.4,5.5,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,14200,49700,31400,95500,32700,108700,25400,17300,33900,55700,200,4000,7500,17900,18800,48600,38000,41800,36700,82900
83.0,5.49,189600,1046756.0,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.4,5.5,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,11400,49700,26000,95500,32700,108700,25400,17300,33900,55700,200,4100,7500,17300,18800,48600,38000,41800,36700,82900
84.0,5.49,189600,1046756.0,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.4,5.5,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,11400,49700,26000,95500,32700,108700,25400,17300,33900,55700,200,4100,7200,17300,18800,48600,38000,41800,36700,82900
85.0,5.5,189800,1047856.0,5.5,5.49,5.48,5.47,5.46,5.45,5.44,5.43,5.42,5.41,5.51,5.52,5.53,5.54,5.55,5.56,5.57,5.58,5.59,5.6,1400,11400,49700,26000,95500,32700,108700,25400,17300,33900,4100,7200,17300,15800,48600,38000,41800,36700,82900,53900
