LocalTime,LastPrice,TradeVolume,TradeValue,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,BidPrice6,BidPrice7,BidPrice8,BidPrice9,BidPriceA,AskPrice1,AskPrice2,AskPrice3,AskPrice4,AskPrice5,AskPrice6,AskPrice7,AskPrice8,AskPrice9,AskPriceA,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,BidVolume6,BidVolume7,BidVolume8,BidVolume9,BidVolumeA,AskVolume1,AskVolume2,AskVolume3,AskVolume4,AskVolume5,AskVolume6,AskVolume7,AskVolume8,AskVolume9,AskVolumeA
10.0,6.91,78100,538349.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,9000,6400,26100,1600,7700,71900,11200,2000,40400,33800,15500,5400,6600,18700,33900,30100,600,12600,43200,13800
11.0,6.91,85700,590864.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,8900,6400,26100,1600,8000,71900,11200,2000,40400,33800,8000,5400,6600,18700,33900,30100,600,12600,43200,13800
12.0,6.91,96000,662002.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5400,6400,26100,1600,8200,71900,11200,2000,40400,33800,1200,5400,6600,18700,33900,30100,600,12600,43200,13800
13.0,6.91,96000,662002.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5400,6400,26100,1600,8200,71900,11200,2000,40400,33800,1200,5400,6600,18700,33900,30100,600,12600,43200,13800
14.0,6.91,97900,675131.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,5100,5400,6400,26000,1600,7200,71900,11200,2000,40400,5400,6600,18700,33900,30100,600,12600,43200,13800,1500
15.0,6.91,98000,675822.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,5000,5400,6400,26000,1600,7200,71900,11200,2000,40400,5400,6600,18700,33900,30100,600,12600,43200,13800,1500
16.0,6.91,98000,675822.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,5800,5400,6400,26000,1600,7200,71900,11200,2000,40400,5400,6600,18700,33900,30100,600,12600,43200,13800,1500
17.0,6.91,103800,715900.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5400,6400,25000,1600,7200,71900,11200,2000,40400,33800,21800,5400,6600,18700,33900,30100,600,12600,43200,13800
18.0,6.91,103800,715900.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5400,6400,25000,1600,7200,71900,11200,2000,40400,33800,21800,5400,8500,18700,33900,30100,600,12600,43200,13800
19.0,6.91,103800,715900.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5400,6400,25000,1600,7200,71900,11200,2000,40400,33800,21800,5400,8500,18700,33900,30100,600,12600,43200,13800
20.0,6.9,104300,719350.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5300,6400,25000,1600,7100,71900,11200,2000,40400,33800,21800,5400,8500,18700,33900,30100,600,12600,43200,13800
21.0,6.91,105300,726260.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5300,6400,25000,1600,7100,71900,11200,2000,40400,33800,20800,5400,8500,18700,33900,30100,600,12600,43200,13800
22.0,6.91,115200,794669.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5300,6400,25000,1600,6900,71900,11200,2000,40400,33800,11200,5400,8500,18700,33900,30100,600,12600,43200,13800
23.0,6.91,116600,804343.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5300,6400,25000,1600,6900,71900,11200,2000,40400,33800,9800,5400,8500,18700,33900,30100,600,12600,43200,13800
24.0,6.91,116600,804343.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,5600,6400,25000,1600,7200,71900,11200,2000,40400,33800,9800,5400,8500,18700,33900,30100,600,12600,43200,13800
25.0,6.9,121600,838843.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,1200,6400,25000,1600,7200,71900,11200,2000,40400,33800,9800,5400,8500,18700,33900,30100,600,12600,43200,13800
26.0,6.9,121700,839533.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,1400,6400,25000,1600,7200,71900,11200,2000,40400,33800,9800,5400,8500,18700,33900,30100,600,12600,43200,13800
27.0,6.9,121700,839533.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,2100,6400,25000,1600,7200,71900,11200,2000,40400,33800,9800,5400,8500,18700,33900,30100,600,12600,43200,13800
28.0,6.9,122400,844363.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,1400,6400,25000,1600,7200,71900,11200,2000,40400,33800,9800,5400,8500,18700,33900,30100,600,12600,43200,13800
29.0,6.91,122700,846435.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,1300,6400,25000,1600,7200,71900,11200,2000,40400,33800,9600,5400,8500,18700,33900,30100,600,12600,43200,13800
30.0,6.91,130700,901715.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,2700,6400,25000,1600,7200,71900,11200,2000,40400,33800,1600,5400,8500,18700,33900,30100,600,12600,43200,13800
31.0,6.91,132500,914144.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,3000,6400,28400,1600,7200,71900,11200,2000,40400,33800,700,5400,8500,18700,33900,30100,600,12600,43200,13800
32.0,6.92,133700,922441.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,1100,3000,6400,28400,1600,7200,71900,11200,2000,40400,4900,8500,18700,33900,30100,600,12600,43200,13800,1500
33.0,6.92,133700,922441.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,1200,3700,6400,28400,1600,7200,71900,11200,2000,40400,4900,8500,18700,33900,30100,600,12600,43200,13800,1500
34.0,6.91,134200,925896.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,700,3700,6400,27500,1600,7200,71900,11200,2000,40400,4900,8500,20700,33900,30100,600,12600,43200,13800,1500
35.0,6.91,134200,925896.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,1000,3700,6400,23100,1600,7200,71900,11200,2000,40400,4900,8500,20700,33900,30100,600,12600,43200,13800,1500
36.0,6.91,134200,925896.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,1300,3700,6400,23100,1600,7200,71900,11200,2000,40400,4900,8500,20700,33900,30100,600,12600,43200,13800,1500
37.0,6.91,134300,926587.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,1200,3700,6400,23100,1600,7200,71900,11200,2000,40400,4900,8500,20700,33900,30100,600,12600,43200,13800,1500
38.0,6.92,135300,933506.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,600,3700,6400,23100,1600,7200,71900,11200,2000,40400,4000,8500,20700,33900,30100,600,12600,43200,13800,1500
39.0,6.91,136400,941115.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,300,3700,6400,23100,1600,7200,71900,11200,2000,40400,8000,8500,20700,33900,30100,600,12600,43200,13800,1500
40.0,6.94,170200,1175442.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,300,2000,3700,6400,23100,1600,7200,71900,11200,2000,3400,33900,30100,600,12600,43200,13800,1500,3700,14600
41.0,6.94,170200,1175442.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,800,24500,2000,3200,6400,23100,1600,7200,71900,11200,3400,33900,30100,600,12600,43200,13800,1500,3700,14600
42.0,6.91,214900,1484584.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,500,15600,3200,6400,23100,1600,7200,71900,11200,2000,3400,33900,30100,600,12600,43200,13800,1500,3700,14600
43.0,6.92,215000,1485276.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,1700,15600,3200,6400,23100,1600,7200,71900,11200,2000,3400,33900,30100,600,12600,43200,13800,1500,3700,14600
44.0,6.92,215200,1486660.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,2800,15600,3200,6400,23100,1600,7200,71900,11200,2000,3400,33900,30100,600,12600,43200,13800,1500,3700,14600
45.0,6.92,215200,1486660.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,2800,15600,3000,6400,23100,1600,7200,71900,11200,2000,2100,3400,33900,30100,600,12600,43200,13800,1500,3700
46.0,6.92,215700,1490120.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,2300,5700,3000,6400,23100,1600,7200,71900,11200,2000,2100,3400,33900,30100,600,12600,43200,13800,1500,3700
47.0,6.92,215800,1490812.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,1500,5700,3000,6400,23100,1600,7200,71900,11200,2000,2100,3400,33900,30100,600,12600,43200,13800,1500,3700
48.0,6.92,215800,1490812.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,1500,5700,3000,6400,23100,1600,7200,71900,11200,2000,2100,3400,33900,30100,600,12600,43200,13800,1500,3700
49.0,6.92,215900,1491504.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,1400,5700,3000,6400,23100,1600,7200,71900,11200,2000,2100,5400,33900,30100,600,12600,43200,13800,1500,3700
50.0,6.92,215900,1491504.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,1100,5700,4300,6400,19700,1600,7200,71900,11200,2000,2100,5400,33900,30100,600,12600,43200,13800,1500,3700
51.0,6.93,216300,1494276.0,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,1700,5700,4300,6400,19700,1600,7200,71900,11200,2000,1700,5400,33900,30100,600,12600,43200,13800,1500,3700
52.0,6.92,218000,1506040.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,5700,4300,6400,19700,1600,7200,71900,11200,2000,33400,800,1700,5900,33900,30100,600,12600,43200,13800,1500
53.0,6.92,219400,1515717.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,4600,5300,6400,19700,1600,7200,71900,11200,2000,33400,700,1700,5900,33900,30100,600,12600,43200,13800,1500
54.0,6.91,219800,1518481.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,4200,5300,6400,19700,1600,7200,71900,11200,2000,33400,700,1700,5900,33900,30100,600,12600,43200,13800,1500
55.0,6.92,219900,1519173.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,8700,5300,6400,19700,1600,7200,71900,11200,2000,33400,600,1700,5900,33900,30100,600,12600,43200,13800,1500
56.0,6.92,219900,1519173.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,8700,5300,6400,19700,1600,7200,71900,11200,2000,33400,800,1700,5900,33900,30100,600,12600,43200,13800,1500
57.0,6.91,220700,1524701.0,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.92,6.93,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7900,5300,6400,19700,1600,7200,71900,11200,2000,33400,3300,1700,5900,33900,30100,600,12600,43200,13800,1500
58.0,6.93,226700,1566248.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,3400,7900,10300,9400,19700,1600,7200,71900,11200,2000,5400,33900,30100,600,12600,43200,13800,1500,3700,14600
59.0,6.93,228000,1575257.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,2500,7900,10300,9400,19700,1600,7200,71900,11200,2000,5400,33900,30100,600,12600,43200,13800,1500,3700,14600
60.0,6.93,228800,1580806.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,2200,7900,10300,9400,19700,1600,7200,71900,11200,2000,4900,33900,30100,600,12600,43200,13800,1500,3700,14600
61.0,6.93,228800,1580806.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,3500,7800,10300,9400,19700,1600,7200,71900,11200,2000,4900,33900,30100,600,12600,43200,13800,1500,3700,14600
62.0,6.91,269700,1863495.0,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.82,6.81,6.91,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,10300,9400,19700,1600,7200,71900,11200,2000,7300,33800,48600,4900,33900,30100,600,12600,43200,13800,1500,3700
63.0,6.91,318400,2200011.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,3400,1700,11000,9400,19800,1600,7200,71900,11200,2000,4900,33900,30100,600,12600,43200,13800,1500,3700,14600
64.0,6.93,319300,2206248.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,2500,1700,11000,9400,19800,1600,7200,71900,11200,2000,4900,33900,30100,600,12600,43200,13800,1500,3700,14600
65.0,6.93,319300,2206248.0,6.93,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,2500,1700,15300,9400,19800,1600,7200,71900,11200,2000,4900,33900,30100,600,12600,43200,13800,1500,3700,14600
66.0,6.93,319300,2206248.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,7600,15000,1700,15300,9400,19800,1600,7200,71900,11200,9600,33900,30100,600,12600,43200,13800,1500,3700,14600
67.0,6.93,320500,2214568.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,6800,15000,1700,15300,9400,19800,1600,7200,71900,11200,9200,33900,30100,600,12600,43200,13800,1500,3700,14600
68.0,6.93,320500,2214568.0,6.93,6.92,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,6800,15000,15300,9400,19800,1600,7200,71900,11200,2000,7200,33900,30100,600,12600,43200,13800,1500,3700,14600
69.0,6.93,320700,2215954.0,6.93,6.92,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.83,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,6600,15000,15300,9400,19800,1600,7200,71900,11200,2000,7200,33900,30100,600,12600,43200,13800,500,3700,14600
70.0,6.93,321700,2222891.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,6300,15000,1500,15300,9400,19800,1600,7200,71900,11200,6500,33900,30100,600,12600,43200,13800,500,3700,14600
71.0,6.93,321700,2222891.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,6300,15000,1500,15300,9400,19800,1600,7200,71900,11200,6500,33900,30100,600,12600,43200,13800,500,3700,14600
72.0,6.93,321800,2223584.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,6200,15000,1500,15300,9400,19800,1600,7200,71900,11200,6500,33900,30100,600,12600,43200,13800,500,3700,14600
73.0,6.93,324400,2241612.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,4600,15000,1500,15300,9400,19800,1600,7200,71900,11200,5500,33900,30100,600,12600,43200,13800,500,3700,14600
74.0,6.93,324800,2244384.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,4200,15000,1500,15300,9400,19800,1600,7200,71900,11200,5500,33900,30100,600,12600,43200,14800,500,3700,14600
75.0,6.93,325700,2250621.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,3300,15000,1500,15300,9400,19800,1600,7200,71900,11200,5500,33900,30100,600,12600,43200,14800,500,3700,14600
76.0,6.93,326600,2256858.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,2400,15000,1500,15300,9400,19800,1600,7200,71900,11200,5500,33900,30100,600,12600,43200,14800,500,3700,14600
77.0,6.93,328200,2267960.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,2200,15000,1500,15300,9400,19800,1600,7200,71900,11200,4100,33900,30100,600,12600,43200,14800,500,3700,14600
78.0,6.93,328200,2267960.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,12200,15000,1500,15300,9400,19800,1600,7200,71900,11200,4100,33900,30100,600,12600,43200,14800,500,3700,14600
79.0,6.93,328600,2270732.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,11800,15000,1500,15300,9400,19800,1600,7200,71900,11200,4100,33900,30100,600,12600,43200,14800,500,3700,14600
80.0,6.94,328800,2272120.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,11800,15000,2400,15300,9400,19800,1600,7200,71900,11200,3900,33900,30100,600,12600,43200,15800,500,3700,14600
81.0,6.94,330400,2283213.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,10700,15000,2400,15300,9400,19800,1600,7200,71900,11200,3400,33900,30100,600,12600,43200,15800,500,3700,14600
82.0,6.93,331900,2293608.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,9200,15000,2400,15300,9400,19800,1600,7200,71900,11200,3400,33900,30100,600,12600,43200,15800,500,3700,14600
83.0,6.93,332200,2295687.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,9000,15000,2400,15300,9400,19800,1600,7200,71900,11200,3400,33900,30100,600,12600,43200,15800,500,3700,14600
84.0,6.93,332200,2295687.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,9000,15000,2400,15300,9400,19800,1600,7200,71900,11200,3400,33900,30100,600,12600,43200,15800,500,3700,14600
85.0,6.94,333800,2306791.0,6.93,6.92,6.91,6.9,6.89,6.88,6.87,6.86,6.85,6.84,6.94,6.95,6.96,6.97,6.98,6.99,7.0,7.01,7.02,7.03,9000,15000,2400,15300,9400,19800,1600,7200,71900,11200,1800,33900,30100,600,12600,43200,15800,500,3700,14600
