LocalTime,LastPrice,TradeVolume,TradeValue,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,BidPrice6,BidPrice7,BidPrice8,BidPrice9,BidPriceA,AskPrice1,AskPrice2,AskPrice3,AskPrice4,AskPrice5,AskPrice6,AskPrice7,AskPrice8,AskPrice9,AskPriceA,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,BidVolume6,BidVolume7,BidVolume8,BidVolume9,BidVolumeA,AskVolume1,AskVolume2,AskVolume3,AskVolume4,AskVolume5,AskVolume6,AskVolume7,AskVolume8,AskVolume9,AskVolumeA
13.0,5.64,34400,193846.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,33200,800,5500,60500,57600,71900,6300,12000,4000,3400,6200,3500,13400,31200,31500,69200,28600,114000,83900,67400
14.0,5.64,36800,207382.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,36200,800,5500,60500,57600,71900,6300,12000,4000,3400,3800,3500,13400,31200,31500,69200,28600,114000,83900,67400
15.0,5.64,36800,207382.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,36200,800,5500,60500,57600,71900,6300,12000,4000,3400,3800,3500,13900,31200,31500,69200,28600,114000,83900,67400
16.0,5.64,37200,209638.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,36400,800,5600,60500,57600,71900,6300,12000,4000,3400,3400,3500,13900,31200,31500,69200,28600,114000,83900,67400
17.0,5.64,40600,228814.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,36400,800,5600,60500,57600,71900,6300,12000,4000,3400,3500,13900,31200,31500,69200,28600,114000,83900,67400,26600
18.0,5.65,41100,231639.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,36400,800,5900,60500,57600,71900,6300,12000,4000,3400,3000,13900,31200,31500,69200,28600,114000,83900,67400,26600
19.0,5.65,44100,248589.0,5.65,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5.75,7400,3600,36400,800,5900,60500,57600,71900,6300,12000,13900,31200,31500,69200,28600,114000,83900,67400,26600,38600
20.0,5.65,44900,253109.0,5.65,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5.75,6600,3600,33900,800,5900,60500,57600,71900,6300,12000,16100,31200,31500,69200,28600,114000,83900,67400,26600,38600
21.0,5.65,50300,283619.0,5.65,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5.75,1200,3600,33900,800,5900,60500,57600,71900,6300,12000,16100,31200,31500,69200,28600,114000,83900,67400,26600,38600
22.0,5.65,51300,289269.0,5.65,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5.75,200,3800,33900,1800,5900,60500,57600,71900,6300,12000,16100,31200,31500,69200,28600,114000,83900,67400,26600,38600
23.0,5.65,51900,292659.0,5.65,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5.75,600,3800,33900,1800,5900,60500,57600,71900,6300,12000,16100,31200,31500,69200,28600,114000,83900,67400,26600,38600
24.0,5.65,52300,294919.0,5.65,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5.75,200,3800,33900,1800,5900,60500,57600,71900,6300,12000,15600,31200,31500,69200,28600,114000,83900,67400,26600,38600
25.0,5.65,52500,296049.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,3800,33900,1800,6300,60500,57600,71900,6300,12000,4000,1800,15600,31200,31500,69200,28600,114000,83900,67400,26600
26.0,5.64,54700,308457.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1600,33900,1800,8400,60500,57600,71900,6300,12000,4000,1800,15600,31200,31500,69200,28600,114000,83900,67400,26600
27.0,5.64,54700,308457.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1600,33900,1800,8400,60500,57600,71900,6300,12000,4000,1800,15600,31200,31500,69200,28600,114000,83900,67400,26600
28.0,5.64,55900,315227.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,600,33900,1800,8400,62500,57600,71900,6300,12000,4000,2000,15600,31200,31500,69200,28600,114000,83900,67400,26600
29.0,5.64,56300,317483.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,600,33900,1800,8400,62500,57600,71900,6300,12000,4000,2000,17300,31200,31500,69200,28600,114000,83900,67400,26600
30.0,5.64,56300,317483.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,700,33900,1800,8400,62500,57600,71900,6300,12000,4000,2000,17300,31200,31500,69200,28600,114000,83900,67400,26600
31.0,5.64,57300,323123.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,33900,1800,8400,62500,57600,71900,6300,12000,4000,3400,2000,17300,29400,31500,69200,28600,114000,83900,67400,26600
32.0,5.63,62500,352399.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,28700,1800,8400,62500,57600,71900,6300,12000,4000,3400,2300,5100,15100,29400,31500,69200,28600,114000,83900,67400
33.0,5.64,63000,355219.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,28700,1800,8400,62500,57600,71900,6300,12000,4000,3400,1800,5200,15100,29400,31500,69200,28600,114000,83900,67400
34.0,5.64,63000,355219.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,28800,1800,8400,62500,57600,71900,6300,12000,4000,3400,3100,5600,15100,29400,31500,69200,28600,114000,83900,67400
35.0,5.64,67800,382274.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,27300,1800,8400,82500,57600,71900,6300,12000,4000,3400,5600,15100,29400,31500,69200,28600,114000,83900,67400,26600
36.0,5.64,67800,382274.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1000,27300,1800,8400,82500,57600,71900,6300,12000,4000,6400,15500,29400,31500,69200,28600,114000,83900,67400,26600
37.0,5.64,67800,382274.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1400,27300,1800,8400,82500,57600,71900,6300,12000,4000,6400,15500,29400,31500,69200,28600,114000,83900,67400,26600
38.0,5.65,68500,386229.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1400,27300,1800,8400,82500,57600,71900,6300,12000,4000,5600,15500,29400,31500,69200,28600,114000,83900,67400,26600
39.0,5.64,68700,387357.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1200,27300,1800,8400,82500,57600,71900,6300,12000,4000,5600,15500,29400,31500,69200,28600,114000,83900,67400,26600
40.0,5.64,68700,387357.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1200,27300,1800,8400,82500,57600,71900,6300,12000,4000,5600,15500,29400,31500,69200,28600,114000,83900,67400,26600
41.0,5.64,68700,387357.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1300,27300,1800,8400,82500,57600,71900,6300,12000,4000,5600,15500,29400,31500,69200,33600,114000,83900,67400,26600
42.0,5.64,68800,387921.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1200,27300,1800,8400,82500,57600,71900,6300,12000,4000,5600,15500,29400,31500,69200,33600,114000,83900,67400,26600
43.0,5.65,69800,393571.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1300,27300,1800,8400,82500,57600,71900,6300,12000,4000,4600,15500,29400,31500,69200,33600,114000,83900,67400,26600
44.0,5.64,70000,394699.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1100,27300,1800,8400,82500,57600,71900,6300,12000,4000,4600,15500,29400,31500,69200,33600,114000,83900,67400,26600
45.0,5.64,70100,395263.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1000,27300,1800,8400,82500,57600,71900,6300,12000,4000,4600,15500,29400,31500,69200,33600,114000,83900,67400,26600
46.0,5.64,70100,395263.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,800,27100,1800,8400,82500,57600,71900,6300,12000,4000,4600,15500,29400,31500,69200,33600,114000,83900,67400,26600
47.0,5.64,70100,395263.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,800,27100,1800,8400,82500,57600,71900,6300,12000,4000,4600,15500,29400,31500,69200,33600,114000,83900,67400,26600
48.0,5.64,70100,395263.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,800,27100,1800,8400,82500,57600,71900,6300,12000,4000,4600,15500,29400,31500,69200,33600,114000,83900,67400,26600
49.0,5.64,71000,400339.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,27100,1800,8400,82500,57600,71900,6300,12000,4000,3400,900,4600,15500,29400,31500,69200,33600,114000,83900,67400
50.0,5.63,72700,409910.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,25400,1800,8400,82500,57600,71900,6300,12000,4000,3400,900,4600,15500,29400,31500,69200,33600,114000,83900,67400
51.0,5.64,72900,411038.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,25400,1800,8400,82500,57600,71900,6300,12000,4000,3400,700,4600,15500,29400,31500,69200,33600,114000,84900,67400
52.0,5.64,73000,411602.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,25400,1800,8400,82500,57600,69900,6300,12000,4000,3400,600,4700,15500,29400,31500,69200,33600,114000,84900,67400
53.0,5.63,74700,421173.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,23800,1800,8400,82500,57600,69900,6300,12000,4000,3400,600,4700,15500,29400,31500,69200,33600,114000,84900,67400
54.0,5.63,76400,430744.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,22100,1800,8400,82500,57600,69900,6300,12000,4000,3400,600,5000,15500,29400,31500,69200,33600,114000,84900,67400
55.0,5.63,79900,450449.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,18600,1800,8400,82500,57600,69900,6300,12000,4000,3400,600,5000,15500,29400,31500,69200,33600,114000,84900,67400
56.0,5.63,81600,460020.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,16900,1800,8400,82500,57600,69900,6300,12000,4000,3400,600,5000,15500,29400,31500,69200,33600,114000,84900,67400
57.0,5.63,81600,460020.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,16900,1800,8400,82500,57600,69900,6300,12000,4000,3400,600,5000,15500,29400,31500,69200,33600,114000,84900,67400
58.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,400,16900,1800,8400,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
59.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,400,16900,1800,8400,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
60.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,900,16900,1800,8400,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
61.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,900,16900,1800,8400,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
62.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1100,16900,1800,10400,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
63.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1100,16900,1800,10400,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
64.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1100,16900,1800,10400,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
65.0,5.64,82200,463404.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1100,16900,1800,15700,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
66.0,5.64,82400,464532.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1100,16900,1800,15700,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
67.0,5.64,82400,464532.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,1100,16900,1800,15700,82500,57600,69900,6300,12000,4000,5000,15500,29400,31500,69200,33600,114000,84900,67400,26600
68.0,5.64,83800,472428.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,16900,1000,17700,82500,57600,69900,6300,12000,4000,3400,500,5000,15500,29400,31500,69200,33600,114000,84900,67400
69.0,5.64,83900,472992.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,16900,1000,17700,82500,57600,69900,6300,12000,4000,3400,800,4600,9300,29400,31500,69200,33600,114000,84900,67400
70.0,5.64,83900,472992.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,16900,1000,17700,85500,57600,69900,6300,12000,4000,3400,800,4600,9300,29400,31500,69200,33600,114000,84900,67400
71.0,5.64,86000,484820.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,15300,1000,17700,85500,57600,69900,6300,12000,4000,3400,300,4600,9300,29400,31500,69200,33600,114000,84900,67400
72.0,5.64,86000,484820.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.64,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,15300,1000,17700,85500,57600,69900,6300,12000,4000,3400,300,4600,9300,29400,31500,69200,33600,114000,84900,67400
73.0,5.65,88100,496682.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,15400,1000,17700,85500,57600,69900,6300,12000,4000,3400,2800,9300,29400,31500,69200,33600,114000,84900,67400,26600
74.0,5.63,89700,505692.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,13900,1000,17700,85500,57600,69900,6300,12000,4000,3400,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
75.0,5.63,89700,505692.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,13900,1000,17700,85500,57600,69900,6300,12000,4000,3400,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
76.0,5.63,91000,513011.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,12600,1000,17700,85500,57600,69900,6300,12000,4000,3400,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
77.0,5.63,91000,513011.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,12600,1000,17700,85500,57600,69900,6300,12000,4000,3400,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
78.0,5.63,93500,527086.0,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,10100,1000,17700,85500,57600,69900,6300,12000,4000,3400,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
79.0,5.63,93500,527086.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,4200,10100,1000,17700,85500,57600,69900,6300,12000,4000,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
80.0,5.63,93500,527086.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5200,10100,1000,17700,85500,57600,69900,6300,15000,4000,2900,9300,29400,31500,69200,33600,114000,84900,67400,26600
81.0,5.65,93700,528216.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5200,10100,1000,17700,85500,57600,69900,6300,15000,4000,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
82.0,5.65,93700,528216.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5200,10100,1000,17700,85500,57600,69900,6300,15000,4000,2700,9300,29400,31500,69200,33600,114000,84900,67400,26600
83.0,5.65,94300,531601.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,4700,10100,1000,17700,85500,57600,69900,6300,15000,4000,2600,9300,29400,31500,69200,33600,114000,84900,67400,26600
84.0,5.65,94300,531601.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,4700,10100,1000,17700,85500,57600,69900,6300,15000,4000,2600,9300,29400,31500,69200,33600,114000,84900,67400,26600
85.0,5.65,94500,532731.0,5.64,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.65,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,6400,10100,1000,17700,85500,57600,69900,6300,15000,4000,2400,9300,29400,31500,69200,33600,114000,84900,67400,26600
